1.0,0.4,-0.08,-0.02,0.06,-0.07539608574091333,-0.020382106244175177,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.61,-0.21,-0.38,-0.06,-0.34627678808239376,-0.12366238731053579,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.86,-0.11,-0.35,-0.06,-0.5935280338137189,-0.23135356724550601,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.91,-0.09,-0.38,0.01,-0.5537944450492823,-0.26516355826651117,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.73,0.05,-0.67,0.15,-0.5855949511347001,-0.48946762222393037,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.82,0.35,-0.44,-0.19,-0.6923367260188688,0.13405169825658247,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.14,0.27,-0.22,0.07,-0.8910649183545735,0.08064311054118323,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.36,0.09,-0.17,0.38,-1.1510566082633995,-0.17224600016592173,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.46,0.24,-0.16,0.48,-1.2450168739606355,-0.028861454455500035,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.49,0.52,-0.29,0.38,-1.2754862025581677,-0.14978299998245614,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.4,0.68,-0.48,0.44,-1.31378206682371,-0.40357983211803505,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.14,0.33,-0.43,0.3,-1.0643863081345608,-0.3223069764303584,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.08,0.12,-0.44,-0.04,-1.017034865887562,-0.44815185101600163,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.1,0.08,-0.52,0.25,-1.1178877878037767,-0.028755762538628882,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.01,0.16,-0.34,0.0,-0.31722859383845914,0.7263374004216456,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.8,0.32,-0.18,-0.52,-0.9058625822417857,-1.245757994995113,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.53,0.28,0.02,-0.12,-0.541155806160885,-3.1115350541908353,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.25,-0.03,-0.28,0.12,0.6231382972607705,0.6293636965117606,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.7,0.26,-0.25,0.38,0.8572802075995424,-0.18322293977033988,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.87,0.59,-0.01,0.12,1.0735092039063985,0.13593376743197677,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-1.1,-0.2,0.03,0.2,1.5812844661028542,0.18665325408846067,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-1.16,-0.36,0.27,0.0,1.6059816302945724,0.18117119847367724,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-1.1,-0.32,0.5,0.32,1.657579516917198,0.5386373038479125,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-1.01,-0.56,0.84,0.17,1.3784611391264607,0.31598241710288344,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.8,-0.56,0.8,0.03,1.3080744045621195,0.3362162282363185,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.77,-0.45,0.49,0.08,1.106429985641992,0.18388226361523147,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.63,-0.33,0.33,-0.05,0.9154805043648596,0.02637131259270542,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.64,-0.32,0.01,-0.26,1.1193280803291261,-0.09167687051112228,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-1.01,-0.07,-0.05,-0.03,1.2792533181091654,-0.02027185503821627,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-1.24,0.27,-0.22,0.38,1.2719343544226092,0.04222556144731282,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-1.08,0.39,0.01,0.27,1.2217215512323891,0.01991108370543737,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,-0.64,0.48,0.45,0.46,0.7380418555891717,0.5438696713354149,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,-0.11,-0.04,0.15,0.0,0.49689980209856666,0.15997058065283512,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,-0.28,0.12,0.15,0.21,0.49358344510007973,-0.16992758081940845,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,-0.45,0.13,0.17,0.28,0.7428333828114668,-0.11268791142297724,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,-0.62,0.05,0.07,-0.07,0.8613508743542309,0.03707655929562792,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,-0.73,-0.2,0.0,-0.11,0.6637381078730672,-0.18668616487860204,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,-0.19,-0.48,0.31,-0.31,0.46830071359810344,0.1126696127778343,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.48,-0.6,0.31,-0.14,0.03610394493844712,0.12122914319536199,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.5,-0.54,0.2,-0.15,-0.13242415652311793,0.02153700928961036,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.63,-0.42,0.09,0.09,-0.5884879374970857,-0.17516263134706012,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.85,-0.46,-0.27,0.23,-0.7666040402940735,-0.36649453666433107,0.0,0.0,0.0,0.0,0.0,0.0,
