1,0.35,-0.21,0.65,0.45,-0.202492237,-0.047925921,0,0,0,0,0,0
1,0.17,-0.16,0.47,0.4,-0.319331906,-0.224782414,0,0,0,0,0,0
1,-0.08,0.01,0.07,0.48,0.064910267,-0.13779208,0,0,0,0,0,0
1,-0.01,0.07,0.15,0.29,0.035982473,-0.245774819,0,0,0,0,0,0
1,0.03,-0.14,0,0.28,0.015390996,-0.254092734,0,0,0,0,0,0
1,0.06,-0.23,-0.01,0.17,0.068368585,-0.073659599,0,0,0,0,0,0
1,0.18,-0.24,-0.06,0.04,-0.008522694,-0.205979037,0,0,0,0,0,0
1,0.16,-0.27,-0.25,0.11,0.042394268,-0.117909822,0,0,0,0,0,0
1,0.17,-0.28,-0.24,0.03,0.110297227,-0.191923218,0,0,0,0,0,0
1,0.14,-0.24,-0.16,0.07,-0.043227482,-0.243169457,0,0,0,0,0,0
1,0.16,-0.19,-0.26,0.1,-0.057993218,-0.243796609,0,0,0,0,0,0
1,0.16,-0.19,-0.15,0.19,-0.04779452,-0.172382377,0,0,0,0,0,0
1,0.19,-0.15,-0.06,0.23,-0.121913857,-0.253844463,0,0,0,0,0,0
1,0.24,-0.16,-0.04,0.31,-0.067262452,-0.073998395,0,0,0,0,0,0
1,0.22,-0.1,0.02,0.45,0.041111928,0.030163046,0,0,0,0,0,0
1,0.22,0,0.01,0.43,0.007362511,-0.006767084,0,0,0,0,0,0
1,0.07,0,0.09,0.4,0.080827232,-0.074612054,0,0,0,0,0,0
2,0.21,-0.07,0.03,-0.18,-0.004765253,-0.149924289,0,0,0,0,0,0
2,0.18,-0.07,0.07,0.11,0.01863926,0.023506978,0,0,0,0,0,0
2,0.15,-0.28,0.05,0.09,0.012893878,-0.04830888,0,0,0,0,0,0
2,0.2,0,0.1,0.22,0.06293728,-0.049385208,0,0,0,0,0,0
2,0.12,0,0.02,0.45,0.028077459,0.003414133,0,0,0,0,0,0
2,0.14,-0.02,0.14,0.62,0.020904627,-0.054433414,0,0,0,0,0,0
2,0.13,0.1,0.12,0.94,-0.102890266,-0.32590427,0,0,0,0,0,0
2,0.09,0.25,0.06,0.6,-0.105500214,-0.133303056,0,0,0,0,0,0
2,0.12,0.6,0.19,0.65,-0.161703839,-0.280627633,0,0,0,0,0,0
2,0.15,0.62,0.06,0.98,-0.075849843,-0.092988179,0,0,0,0,0,0
2,0.24,0.75,0.17,1.01,-0.097703977,-0.088056419,0,0,0,0,0,0
2,0.29,0.6,0.22,1.24,-0.156585364,-0.207800442,0,0,0,0,0,0
