1,0.16,0.04,0.03,0.08,0.002081802,-0.072080969,0,0,0,0,0,0
1,0.14,0.11,-0.01,0.21,0.077635975,-0.092047029,0,0,0,0,0,0
1,0.05,0.17,0.01,0.2,0.097608081,-0.016512498,0,0,0,0,0,0
1,-0.02,0.01,0.13,0.16,0.083785075,0.071972642,0,0,0,0,0,0
1,0,-0.03,0.02,-0.07,0.120861327,0.037316748,0,0,0,0,0,0
1,0,-0.11,0.06,0.05,0.158995017,0.138638323,0,0,0,0,0,0
1,-0.1,-0.05,0.07,0.12,0.153223252,0.146705947,0,0,0,0,0,0
1,-0.15,0.09,-0.11,0.06,0.162733259,0.116266446,0,0,0,0,0,0
1,-0.1,0.15,-0.04,0.3,0.123438702,0.136977688,0,0,0,0,0,0
1,-0.05,0.25,-0.03,0.22,0.136007083,-0.001439902,0,0,0,0,0,0
1,-0.02,0.17,-0.1,0.21,0.059372398,0.054542812,0,0,0,0,0,0
1,0,0.12,0.04,0.26,0.086102582,0.08594385,0,0,0,0,0,0
1,-0.04,0.15,0.18,0.15,0.153383196,0.060610191,0,0,0,0,0,0
1,-0.16,-0.01,0.15,0.1,0.098289476,0.120163134,0,0,0,0,0,0
1,-0.15,-0.06,0.14,0.1,0.064729422,0.047011721,0,0,0,0,0,0
1,-0.02,-0.04,0.12,0,0.127322383,-0.05557887,0,0,0,0,0,0
1,0.08,0.18,-0.01,0.2,0.040326682,0.02955941,0,0,0,0,0,0
1,0.05,0.28,0.03,0.27,0.050439112,0.049556997,0,0,0,0,0,0
1,-0.05,0.17,-0.04,0.24,0.092250473,0.043472409,0,0,0,0,0,0
1,-0.06,0.1,-0.01,0.2,0.130082616,0.109902289,0,0,0,0,0,0
1,-0.13,0.1,0.07,0.06,0.103823862,0.0782343,0,0,0,0,0,0
1,-0.07,0.03,-0.01,0.19,0.123419837,0.069047403,0,0,0,0,0,0
1,0.05,0.08,-0.04,-0.13,0.074962417,0.197181733,0,0,0,0,0,0
1,0,-0.01,0.1,0.28,0.181874676,0.092312526,0,0,0,0,0,0
2,0.07,-0.03,0.02,0.08,0.120062682,-0.009216959,0,0,0,0,0,0
2,0,-0.1,-0.04,-0.01,0.103264672,0.078970928,0,0,0,0,0,0
2,-0.03,-0.13,0.05,-0.18,0.07752266,0.04679997,0,0,0,0,0,0
2,0.06,0.03,-0.03,0.16,0.098630278,-0.063024347,0,0,0,0,0,0
2,0.14,0.06,0.06,0.12,0.035980097,0.002330791,0,0,0,0,0,0
2,0.09,0.03,0.05,0.11,0.104916351,-0.121212868,0,0,0,0,0,0
2,0.01,0.09,-0.07,0.12,0.066451815,-0.087659319,0,0,0,0,0,0
2,0.13,0.12,0,0.12,0.012234276,-0.115975525,0,0,0,0,0,0
2,0.21,0.21,-0.06,0.11,0.073637926,-0.232115178,0,0,0,0,0,0
2,0.1,0.28,-0.02,0.27,0.00372906,-0.072014541,0,0,0,0,0,0
2,0.05,0.35,0.02,0.39,0.055935133,-0.008441619,0,0,0,0,0,0
2,-0.03,0.21,0.12,0.06,0.05968023,-0.030631196,0,0,0,0,0,0
2,-0.05,0.1,0.12,0.28,0.040327991,0.029557625,0,0,0,0,0,0
2,0.22,0.07,0.36,0.15,-0.030609633,-0.059691292,0,0,0,0,0,0
2,0.43,0,0.37,-0.48,-0.2595679,-0.254410112,0,0,0,0,0,0
2,0.88,-0.3,0.39,0.21,-0.195942889,-0.557320719,0,0,0,0,0,0
2,0.89,0.48,0,0.53,-0.723548198,-0.702408717,0,0,0,0,0,0
2,1,0.53,0.02,0.14,-0.672829387,-0.934291505,0,0,0,0,0,0
2,0.98,0.32,-0.09,-0.25,-0.553204132,-0.824600017,0,0,0,0,0,0
2,1.14,0.31,-0.2,0,-0.28960882,-1.217015502,0,0,0,0,0,0
2,1.43,0.47,-0.38,0.85,0.128919657,-1.022682611,0,0,0,0,0,0
2,1.37,0.2,-0.32,0.17,-0.240261502,-1.037821955,0,0,0,0,0,0
2,0.78,0.15,-0.44,0.28,-0.575139959,-0.333487673,0,0,0,0,0,0
2,0.23,0.32,-0.32,-0.19,0.015388711,-0.72406021,0,0,0,0,0,0
2,0.35,0.3,-0.19,-0.04,-0.465072622,0.190282569,0,0,0,0,0,0
2,0.1,-0.31,0.04,-0.09,0.714351275,-0.430118885,0,0,0,0,0,0
2,0.01,-0.09,0.19,0.03,0.512421263,-0.703082107,0,0,0,0,0,0
2,0.19,0.11,0,0.48,0.123574878,0.273549355,0,0,0,0,0,0
2,-0.1,0.28,0.12,0.21,-0.453425373,0.634669545,0,0,0,0,0,0
2,-0.3,0.18,0.01,0.36,-0.064909603,0.46966663,0,0,0,0,0,0
2,-0.43,0.07,-0.04,0.29,-0.199091324,0.706372879,0,0,0,0,0,0
2,-0.55,-0.27,0.13,0.48,0.124096473,0.71770472,0,0,0,0,0,0
2,-0.34,-0.35,0.27,-0.34,0.271717729,0.256065374,0,0,0,0,0,0
2,-0.2,0.05,0.03,0.03,-0.199666162,0.64329886,0,0,0,0,0,0
2,-0.38,0.08,-0.06,0.36,0.119994081,0.366880662,0,0,0,0,0,0
2,-0.4,-0.04,-0.22,0.17,0.108097578,0.605652469,0,0,0,0,0,0
