1,3.968193401,3.451358333,0.830001904,0.703460973,-1.122245614,0.758368085,-0.771575801,-5.97495321,-44.73070592,-48.39755557,-49.79736389,-54.63092407,-55.9221075,-49.45084602,-51.87120535,-50.6302706,-50.1182707,-49.81575326,-49.11464513,-49.61418585,-49.15830716,-50.08784848,-49.93081887,-45.27354228,-50.55360707,-50.56969146,-60.42873808,-55.54449489,-53.25501956,-52.48647115,-51.9063951,-51.17431331,-50.88085921,-50.04234726,-49.57774368,-50.00940261,-49.57831171,-50.36692688
1,0.517003203,1.758619065,0.454957117,0.515476048,0.17282254,-1.495452815,-3.738306444,4.6069813,-46.10204547,-53.1867201,-51.85666083,-54.12118825,-54.1912285,-53.66971935,-53.11091162,-54.20428056,-57.20881015,-56.18117671,-62.30882979,-60.19599166,-57.98911562,-58.57443095,-60.02058022,-48.4015111,-47.56028999,-53.38371174,-50.11045349,-51.66457405,-50.76902299,-50.58092339,-51.71576128,-51.76256211,-53.29701186,-53.82273697,-54.42955339,-54.84308089,-55.63670356,-64.51704199
1,3.780843422,2.083217007,0.741256638,0.555065718,-0.761758954,-0.22213281,2.614819442,-4.339623829,-45.31509162,-49.57446108,-54.66385191,-51.63127952,-54.01771914,-51.94331305,-52.99440393,-51.28236037,-51.91894556,-50.56215999,-50.10667548,-50.0767747,-49.13377709,-49.21047606,-48.55835641,-45.93688119,-49.90937993,-57.09970356,-55.40016754,-55.24248299,-53.38648532,-57.1766076,-53.18342254,-59.42372253,-53.35352636,-53.42042598,-51.6831003,-52.53705227,-50.05625741,-50.81535644
1,3.064027214,1.778462432,0.61152136,0.402720455,-1.761804612,0.651554431,7.202325319,-8.123108133,-46.82155978,-49.19561585,-55.75297563,-52.93785928,-53.80464765,-50.90103309,-53.17827683,-51.51560955,-51.01556975,-50.85366668,-50.19240654,-50.54815075,-50.10583278,-50.86414899,-49.53594854,-48.10793751,-50.5658847,-54.05553527,-54.62137469,-56.86985909,-54.56858463,-58.54271079,-57.02425093,-53.83016999,-53.45654021,-53.29784016,-52.43484415,-51.81088381,-51.48959456,-52.3092442
1,3.552751699,3.531232575,1.025716134,0.938578287,2.520467259,-2.219774373,-11.78206994,3.842391855,-43.90534374,-50.88453725,-47.72417865,-47.97554077,-48.07141945,-48.05358151,-48.55204825,-47.71317675,-48.61520274,-48.91159437,-49.60108724,-51.01754613,-51.15804204,-52.15868355,-52.30339563,-45.0217107,-46.41619688,-48.32339733,-49.26496178,-48.45625433,-48.57714594,-48.04889304,-48.2116477,-49.38739474,-49.40177209,-50.88371761,-50.44164357,-52.02903339,-52.3920355,-51.70405629
1,2.530683879,2.897111551,0.78624244,0.677522328,2.452569573,-2.117853249,-2.605747196,-5.791092629,-45.44598427,-48.86937769,-49.5167051,-49.17405868,-48.64140284,-49.04799756,-49.49149483,-49.1391583,-51.22580672,-50.64003276,-51.35805169,-50.15201542,-52.17129515,-51.06820718,-52.66417441,-46.22357442,-48.03529792,-51.51557074,-50.35872608,-50.3158841,-50.49543582,-52.33337581,-50.88084147,-50.94517431,-52.80643468,-50.47839759,-50.54421332,-50.28051307,-51.46205464,-50.48374956
1,3.935969874,4.750456011,0.972343415,1.022304007,2.134364515,-3.136415432,-14.25568998,11.33079917,-44.06710644,-53.20449902,-47.94524047,-49.01642416,-48.27206409,-49.07630144,-48.26734305,-48.58970289,-47.90479703,-48.95097675,-49.88666665,-50.50766136,-51.19162203,-51.62287168,-52.6326785,-45.55551749,-46.96957702,-48.15523293,-47.82931816,-48.59693171,-47.32537882,-47.54502985,-47.31101689,-47.74757308,-48.18439693,-49.28236957,-50.10557939,-49.81568904,-51.09882787,-50.49658946
1,4.014258231,0.892452072,0.669973713,0.564528518,1.7350473,-1.078653726,1.044340159,-4.000969617,-46.81662982,-49.54143739,-55.99509944,-53.93309941,-49.67341674,-51.76863816,-50.86087379,-50.58267632,-50.92745305,-50.62441454,-49.48077815,-50.13444918,-49.90035097,-49.75280882,-49.55573248,-46.171983,-51.44243993,-49.98930026,-52.70908383,-49.78995486,-50.58316753,-51.62145301,-52.19283876,-51.56682505,-54.74431237,-53.61918896,-54.12832563,-55.85379513,-55.28464065,-52.38078639
1,3.473130644,2.555878484,0.743014644,0.616231293,-1.236333825,0.508152264,4.509599199,-6.568909868,-45.01019854,-50.75468283,-51.10568663,-52.56492059,-55.38908458,-51.61897807,-54.17821934,-51.75832807,-50.99598428,-50.75755587,-49.93001368,-49.68232332,-49.65434864,-49.82658639,-49.24732668,-45.11593921,-51.25511486,-53.5658851,-57.53986961,-54.25590615,-59.81768568,-56.726551,-53.75887471,-54.45524367,-52.69670316,-52.20396587,-51.44722603,-51.85169514,-50.59149125,-51.43328305
1,1.465584497,2.360075016,0.78762666,0.610244695,0.688985136,-0.730238235,-2.89349043,-3.81749737,-43.87594751,-55.10966661,-48.9360299,-51.24701984,-50.90994802,-52.95606749,-50.38042165,-52.2858351,-50.42093668,-52.0233316,-52.09019355,-54.62620078,-54.23989754,-56.7385802,-61.56048052,-46.00841267,-48.37718248,-54.4412181,-52.3288973,-52.84078914,-49.87189836,-52.97354149,-50.77969597,-50.91500478,-50.72468021,-51.79860386,-52.57995288,-52.00838375,-54.67640555,-55.1207079
