1,-0.03,0.23,-0.15,0.28,0.436538785,-0.803451236,0,0,0,0,0,0
1,-0.03,0.28,-0.16,0.01,0.340495789,-0.304076664,0,0,0,0,0,0
1,-0.17,0,-0.16,-0.6,-0.193529551,0.13800838,0,0,0,0,0,0
1,-0.26,-0.29,-0.15,-0.63,-0.038097958,-0.155398023,0,0,0,0,0,0
1,-0.21,-0.23,0.08,-0.18,-0.203860934,-0.030671154,0,0,0,0,0,0
1,-0.16,-0.23,0.21,-0.51,0.232831593,-0.216077415,0,0,0,0,0,0
1,-0.06,-0.4,0.45,-0.48,0.062106958,0.076437725,0,0,0,0,0,0
1,-0.13,-0.22,0.03,-0.58,-0.337336245,0.474978166,0,0,0,0,0,0
1,-0.11,-0.2,0.05,-0.34,-0.114414568,0.268717894,0,0,0,0,0,0
1,-0.1,-0.15,0.03,-0.17,-0.249979405,0.386277487,0,0,0,0,0,0
1,-0.12,-0.06,0,-0.58,-0.111477076,0.008535894,0,0,0,0,0,0
1,0,-0.24,-0.16,0.12,0.031115333,-0.039138677,0,0,0,0,0,0
1,0.06,-0.3,-0.01,-0.06,0.001691943,-0.072781435,0,0,0,0,0,0
1,0.16,-0.32,0.03,-0.21,-0.087569135,-0.256186742,0,0,0,0,0,0
1,0.13,-0.33,0.07,-0.57,-0.166532403,-0.121519376,0,0,0,0,0,0
1,0.11,-0.32,0.08,-0.32,-0.062426802,-0.117910535,0,0,0,0,0,0
1,0.02,-0.16,-0.19,-0.17,-0.048929403,-0.183591703,0,0,0,0,0,0
1,-0.05,-0.15,-0.18,0,0.037535226,-0.092688224,0,0,0,0,0,0
2,0.1,0.14,-0.03,0.79,0.143688052,0.02353176,0,0,0,0,0,0
2,0.02,0.13,-0.06,0.18,-0.273534099,0.07196594,0,0,0,0,0,0
2,-0.06,0.21,-0.18,0.01,0.009247149,-0.18224843,0,0,0,0,0,0
2,-0.05,0.21,-0.16,0.71,0.03515107,-0.39656576,0,0,0,0,0,0
2,0.03,0.36,0.04,0.75,0.130381666,-0.366606903,0,0,0,0,0,0
2,0.22,0.4,0.11,1.09,-0.405408,0.064376653,0,0,0,0,0,0
2,0.31,0.39,0.22,0.51,-0.933450622,0.202903759,0,0,0,0,0,0
2,0.35,0.26,0.2,0.7,-0.377091742,-0.21886484,0,0,0,0,0,0
2,0.31,0.17,0.11,-0.02,-0.447557161,0.214924609,0,0,0,0,0,0
2,-0.1,-0.11,-0.01,0.01,-0.028058696,0.265353933,0,0,0,0,0,0
2,-0.15,0.19,-0.14,0.33,0.069116578,0.152718364,0,0,0,0,0,0
2,-0.17,0.38,-0.05,0.41,0.282636922,0.166482342,0,0,0,0,0,0
2,-0.19,0.51,0.04,1.2,0.291561676,0.074106606,0,0,0,0,0,0
2,-0.08,0.4,-0.02,0.55,-0.267527035,0.338421757,0,0,0,0,0,0
2,-0.01,0.26,0.08,0.53,-0.356855605,0.421490305,0,0,0,0,0,0
2,0.04,0.16,0.19,0.75,-0.002794535,-0.019803802,0,0,0,0,0,0
2,0.13,0.12,0.12,0.36,-0.535079984,0.073412609,0,0,0,0,0,0
2,0.08,-0.13,0.01,0.42,0.976926998,-0.702078088,0,0,0,0,0,0
2,-0.26,0.06,-0.03,0.18,0.161760812,-0.119722345,0,0,0,0,0,0
2,0.08,-0.3,-0.11,1.18,1.010087895,-1.160311357,0,0,0,0,0,0
2,0.05,-0.52,0.13,-1.35,-0.657354722,0.178563068,0,0,0,0,0,0
2,0.06,-0.75,0.36,-1.47,-0.230267484,-0.244901788,0,0,0,0,0,0
2,0.19,-0.72,0.36,-1.36,0.339827762,-0.422276085,0,0,0,0,0,0
2,0.17,-0.72,0.27,-1.98,-0.147636306,-0.303320822,0,0,0,0,0,0
2,-0.1,-0.94,-0.03,-1.01,0.343139923,-0.593931808,0,0,0,0,0,0
2,-0.26,-1.02,-0.33,-0.78,0.691957137,-0.683297388,0,0,0,0,0,0
2,-0.22,-0.44,-0.23,-0.91,0.436356606,-0.27439554,0,0,0,0,0,0
2,-0.16,-0.33,-0.19,-0.99,0.34831556,-0.466986371,0,0,0,0,0,0
2,-0.17,-0.6,-0.09,-0.71,0.416722657,-0.400552402,0,0,0,0,0,0
2,0,-0.55,0.15,-1.46,-0.399534253,0.177967358,0,0,0,0,0,0
2,0.12,-0.6,-0.01,-0.84,0.051311252,-0.217639967,0,0,0,0,0,0
2,-0.03,-0.52,-0.09,-0.4,0.08313177,-0.039863628,0,0,0,0,0,0
3,0.02,0.01,0.13,0.73,-0.090886147,0.285551586,0,0,0,0,0,0
3,0.16,0.19,0.26,0.53,-0.197025233,0.249962112,0,0,0,0,0,0
3,0.13,0.1,0.21,0.37,0.168319183,0.046568794,0,0,0,0,0,0
3,0.01,0.35,0.3,0.3,0.118757393,-0.017224451,0,0,0,0,0,0
3,-0.01,0.35,0.27,0.11,-0.121633775,-0.002285794,0,0,0,0,0,0
3,-0.01,0.32,0.06,0.52,-0.03712915,-0.044960274,0,0,0,0,0,0
3,-0.04,0.22,0.08,0.49,0.073486004,0.211186664,0,0,0,0,0,0
3,-0.15,0.3,0.13,0.25,-0.022692192,-0.077363198,0,0,0,0,0,0
3,-0.15,0.32,0.07,0.26,0.285908242,0.135116531,0,0,0,0,0,0
3,-0.18,0.24,0.18,0.22,-0.007275682,0.254847139,0,0,0,0,0,0
3,-0.12,0.13,0.23,0.26,-0.034481471,0.209071825,0,0,0,0,0,0
3,-0.21,0.38,0.28,0.13,-0.188664694,0.531888742,0,0,0,0,0,0
3,-0.25,0.23,0.34,0.73,0.525057237,0.036261527,0,0,0,0,0,0
3,-0.25,-0.11,0.44,0.19,0.263060225,0.367422533,0,0,0,0,0,0
3,0,-0.23,0.62,-0.41,-0.026252615,0.280376176,0,0,0,0,0,0
3,0.12,-0.28,0.55,-0.4,-0.004127647,-0.070590102,0,0,0,0,0,0
3,0.03,-0.42,-0.03,-1.1,0.090566641,-0.253569879,0,0,0,0,0,0
3,-0.05,-0.46,-0.33,-0.86,-0.073500194,-0.352416971,0,0,0,0,0,0
3,-0.11,-0.34,-0.44,-2.24,-1.329792501,-0.007204525,0,0,0,0,0,0
3,0,-0.39,-0.72,-1.75,-0.273329839,-0.422600046,0,0,0,0,0,0
3,-0.06,-0.46,-0.57,-0.32,0.09326483,-0.470108149,0,0,0,0,0,0
3,-0.07,-0.53,-0.43,-0.69,0.245313359,-0.708181725,0,0,0,0,0,0
3,0.15,-0.51,-0.24,-0.5,0.188887714,-0.399651638,0,0,0,0,0,0
3,0.13,-0.5,-0.16,-0.73,-0.159510656,-0.3025828,0,0,0,0,0,0
3,0.17,-0.71,-0.01,-0.2,0.160208418,-0.609945295,0,0,0,0,0,0
3,0.11,-0.27,-0.03,-0.84,-0.719295056,0.220713893,0,0,0,0,0,0
3,0.06,-0.3,-0.14,-0.31,0.075601179,-0.169954293,0,0,0,0,0,0
3,-0.04,-0.28,-0.19,-0.25,0.076745268,-0.118786211,0,0,0,0,0,0
3,-0.06,-0.28,-0.25,-0.22,0.075469579,-0.220690604,0,0,0,0,0,0
3,-0.04,-0.18,-0.17,-0.34,0.040494944,-0.192769706,0,0,0,0,0,0
3,-0.05,-0.04,-0.08,0.03,0.048475298,-0.061238432,0,0,0,0,0,0
3,-0.02,-0.03,0.05,0.11,0.01719815,-0.064839985,0,0,0,0,0,0
4,-0.08,0.12,-0.01,0.09,0.141319936,0.005354972,0,0,0,0,0,0
4,-0.17,0.11,-0.02,0.18,0.154390529,0.034111061,0,0,0,0,0,0
4,-0.02,-0.04,0.01,0.03,0.087368688,-0.029439978,0,0,0,0,0,0
4,0.02,-0.11,-0.08,0.01,0.006708149,-0.030903086,0,0,0,0,0,0
4,0.07,-0.14,-0.03,-0.03,-0.143693693,-0.205309821,0,0,0,0,0,0
4,0.32,-0.27,-0.16,0.19,-0.218372335,-0.236671762,0,0,0,0,0,0
4,0.51,-0.11,-0.39,0.31,-0.421790143,0.009647555,0,0,0,0,0,0
4,0.36,0.12,-0.23,0.36,0.126260635,-0.287329518,0,0,0,0,0,0
4,-0.15,0.16,-0.12,0.78,0.246869286,0.039440532,0,0,0,0,0,0
4,-0.35,0.27,-0.12,0.92,0.468373421,0.109664665,0,0,0,0,0,0
4,-0.4,0.31,0.21,0.44,-0.236968556,0.326107197,0,0,0,0,0,0
4,-0.22,0.5,0.61,0.35,0.240753536,0.185843307,0,0,0,0,0,0
4,-0.19,0.23,0.57,0.75,0.226260673,0.509907941,0,0,0,0,0,0
4,-0.32,-0.04,0.79,0.14,0.79556763,-0.210646969,0,0,0,0,0,0
4,-0.2,0.02,0.77,-0.05,0.079706283,0.219424038,0,0,0,0,0,0
4,-0.11,0.05,0.44,0.51,0.466951869,-0.115134497,0,0,0,0,0,0
4,-0.09,0.14,0.34,0.87,0.559159768,-0.223249533,0,0,0,0,0,0
4,-0.14,0.43,0.01,1,0.268309071,0.022588544,0,0,0,0,0,0
4,-0.19,0.5,-0.05,0.85,-0.049197833,0.008920382,0,0,0,0,0,0
4,-0.14,0.5,-0.11,0.65,0.142242115,-0.219697931,0,0,0,0,0,0
4,-0.17,0.53,-0.2,0.42,-0.268396041,-0.234016164,0,0,0,0,0,0
4,0,0.01,0.19,0.02,-0.301998562,0.07068853,0,0,0,0,0,0
4,0.22,-0.33,0.25,0.41,0.484221648,-0.604672966,0,0,0,0,0,0
4,0.24,-0.46,0.12,-0.42,0.498523474,-0.830887685,0,0,0,0,0,0
4,0.08,-0.51,0.02,-1.56,-0.350480012,-0.400704082,0,0,0,0,0,0
4,0.07,-0.69,-0.23,-1.18,0.015773928,-0.589195369,0,0,0,0,0,0
4,-0.04,-0.53,-0.38,-1.31,-0.435738684,-0.061901526,0,0,0,0,0,0
4,-0.03,-0.43,-0.27,-1.42,-0.658049296,-0.132178378,0,0,0,0,0,0
4,0.04,-0.71,-0.46,-0.55,-0.154387581,-0.086397191,0,0,0,0,0,0
4,0.05,-0.76,-0.09,-0.8,-0.225289495,-0.038008467,0,0,0,0,0,0
4,0.19,-0.29,0.11,-0.08,0.162985918,-0.389275725,0,0,0,0,0,0
4,0.13,-0.38,0.04,0.13,-0.087197131,-0.019916332,0,0,0,0,0,0
5,0,-0.02,0.25,-0.12,-0.069297981,0.009888876,0,0,0,0,0,0
